dataset,domain,split,label,source_type,source_path,source_id,image_name,saved_path,saved_filename
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14663.png,GAN|ffhq_real|14663,14663.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14663_001175.jpg,real_ffhq_real_14663_001175.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14668.png,GAN|ffhq_real|14668,14668.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14668_001176.jpg,real_ffhq_real_14668_001176.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14671.png,GAN|ffhq_real|14671,14671.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14671_001177.jpg,real_ffhq_real_14671_001177.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14683.png,GAN|ffhq_real|14683,14683.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14683_001178.jpg,real_ffhq_real_14683_001178.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14707.png,GAN|ffhq_real|14707,14707.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14707_001179.jpg,real_ffhq_real_14707_001179.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14710.png,GAN|ffhq_real|14710,14710.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14710_001180.jpg,real_ffhq_real_14710_001180.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14721.png,GAN|ffhq_real|14721,14721.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14721_001181.jpg,real_ffhq_real_14721_001181.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14748.png,GAN|ffhq_real|14748,14748.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14748_001182.jpg,real_ffhq_real_14748_001182.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14749.png,GAN|ffhq_real|14749,14749.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14749_001183.jpg,real_ffhq_real_14749_001183.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14764.png,GAN|ffhq_real|14764,14764.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14764_001184.jpg,real_ffhq_real_14764_001184.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14769.png,GAN|ffhq_real|14769,14769.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14769_001185.jpg,real_ffhq_real_14769_001185.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14777.png,GAN|ffhq_real|14777,14777.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14777_001186.jpg,real_ffhq_real_14777_001186.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14796.png,GAN|ffhq_real|14796,14796.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14796_001187.jpg,real_ffhq_real_14796_001187.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14801.png,GAN|ffhq_real|14801,14801.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14801_001188.jpg,real_ffhq_real_14801_001188.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14802.png,GAN|ffhq_real|14802,14802.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14802_001189.jpg,real_ffhq_real_14802_001189.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14806.png,GAN|ffhq_real|14806,14806.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14806_001190.jpg,real_ffhq_real_14806_001190.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14818.png,GAN|ffhq_real|14818,14818.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14818_001191.jpg,real_ffhq_real_14818_001191.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14833.png,GAN|ffhq_real|14833,14833.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14833_001192.jpg,real_ffhq_real_14833_001192.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14838.png,GAN|ffhq_real|14838,14838.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14838_001193.jpg,real_ffhq_real_14838_001193.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14855.png,GAN|ffhq_real|14855,14855.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14855_001194.jpg,real_ffhq_real_14855_001194.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14860.png,GAN|ffhq_real|14860,14860.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14860_001195.jpg,real_ffhq_real_14860_001195.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14869.png,GAN|ffhq_real|14869,14869.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14869_001196.jpg,real_ffhq_real_14869_001196.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14871.png,GAN|ffhq_real|14871,14871.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14871_001197.jpg,real_ffhq_real_14871_001197.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14884.png,GAN|ffhq_real|14884,14884.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14884_001198.jpg,real_ffhq_real_14884_001198.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14896.png,GAN|ffhq_real|14896,14896.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14896_001199.jpg,real_ffhq_real_14896_001199.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14918.png,GAN|ffhq_real|14918,14918.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14918_001200.jpg,real_ffhq_real_14918_001200.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14920.png,GAN|ffhq_real|14920,14920.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14920_001201.jpg,real_ffhq_real_14920_001201.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14933.png,GAN|ffhq_real|14933,14933.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14933_001202.jpg,real_ffhq_real_14933_001202.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14938.png,GAN|ffhq_real|14938,14938.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14938_001203.jpg,real_ffhq_real_14938_001203.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14943.png,GAN|ffhq_real|14943,14943.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14943_001204.jpg,real_ffhq_real_14943_001204.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14945.png,GAN|ffhq_real|14945,14945.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14945_001205.jpg,real_ffhq_real_14945_001205.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14953.png,GAN|ffhq_real|14953,14953.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14953_001206.jpg,real_ffhq_real_14953_001206.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14963.png,GAN|ffhq_real|14963,14963.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14963_001207.jpg,real_ffhq_real_14963_001207.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14965.png,GAN|ffhq_real|14965,14965.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14965_001208.jpg,real_ffhq_real_14965_001208.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14969.png,GAN|ffhq_real|14969,14969.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14969_001209.jpg,real_ffhq_real_14969_001209.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14972.png,GAN|ffhq_real|14972,14972.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14972_001210.jpg,real_ffhq_real_14972_001210.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14984.png,GAN|ffhq_real|14984,14984.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14984_001211.jpg,real_ffhq_real_14984_001211.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14993.png,GAN|ffhq_real|14993,14993.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14993_001212.jpg,real_ffhq_real_14993_001212.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\14996.png,GAN|ffhq_real|14996,14996.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_14996_001213.jpg,real_ffhq_real_14996_001213.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15002.png,GAN|ffhq_real|15002,15002.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15002_001214.jpg,real_ffhq_real_15002_001214.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15003.png,GAN|ffhq_real|15003,15003.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15003_001215.jpg,real_ffhq_real_15003_001215.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15014.png,GAN|ffhq_real|15014,15014.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15014_001216.jpg,real_ffhq_real_15014_001216.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15023.png,GAN|ffhq_real|15023,15023.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15023_001217.jpg,real_ffhq_real_15023_001217.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15036.png,GAN|ffhq_real|15036,15036.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15036_001218.jpg,real_ffhq_real_15036_001218.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15043.png,GAN|ffhq_real|15043,15043.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15043_001219.jpg,real_ffhq_real_15043_001219.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15058.png,GAN|ffhq_real|15058,15058.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15058_001220.jpg,real_ffhq_real_15058_001220.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15084.png,GAN|ffhq_real|15084,15084.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15084_001221.jpg,real_ffhq_real_15084_001221.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15096.png,GAN|ffhq_real|15096,15096.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15096_001222.jpg,real_ffhq_real_15096_001222.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15117.png,GAN|ffhq_real|15117,15117.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15117_001223.jpg,real_ffhq_real_15117_001223.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15118.png,GAN|ffhq_real|15118,15118.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15118_001224.jpg,real_ffhq_real_15118_001224.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15126.png,GAN|ffhq_real|15126,15126.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15126_001225.jpg,real_ffhq_real_15126_001225.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15129.png,GAN|ffhq_real|15129,15129.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15129_001226.jpg,real_ffhq_real_15129_001226.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15157.png,GAN|ffhq_real|15157,15157.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15157_001227.jpg,real_ffhq_real_15157_001227.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15167.png,GAN|ffhq_real|15167,15167.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15167_001228.jpg,real_ffhq_real_15167_001228.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15176.png,GAN|ffhq_real|15176,15176.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15176_001229.jpg,real_ffhq_real_15176_001229.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15182.png,GAN|ffhq_real|15182,15182.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15182_001230.jpg,real_ffhq_real_15182_001230.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15191.png,GAN|ffhq_real|15191,15191.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15191_001231.jpg,real_ffhq_real_15191_001231.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15202.png,GAN|ffhq_real|15202,15202.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15202_001232.jpg,real_ffhq_real_15202_001232.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15203.png,GAN|ffhq_real|15203,15203.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15203_001233.jpg,real_ffhq_real_15203_001233.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15207.png,GAN|ffhq_real|15207,15207.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15207_001234.jpg,real_ffhq_real_15207_001234.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15212.png,GAN|ffhq_real|15212,15212.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15212_001235.jpg,real_ffhq_real_15212_001235.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15213.png,GAN|ffhq_real|15213,15213.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15213_001236.jpg,real_ffhq_real_15213_001236.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15220.png,GAN|ffhq_real|15220,15220.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15220_001237.jpg,real_ffhq_real_15220_001237.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15235.png,GAN|ffhq_real|15235,15235.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15235_001238.jpg,real_ffhq_real_15235_001238.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15239.png,GAN|ffhq_real|15239,15239.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15239_001239.jpg,real_ffhq_real_15239_001239.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15264.png,GAN|ffhq_real|15264,15264.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15264_001240.jpg,real_ffhq_real_15264_001240.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15278.png,GAN|ffhq_real|15278,15278.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15278_001241.jpg,real_ffhq_real_15278_001241.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15292.png,GAN|ffhq_real|15292,15292.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15292_001242.jpg,real_ffhq_real_15292_001242.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15293.png,GAN|ffhq_real|15293,15293.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15293_001243.jpg,real_ffhq_real_15293_001243.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15314.png,GAN|ffhq_real|15314,15314.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15314_001244.jpg,real_ffhq_real_15314_001244.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15319.png,GAN|ffhq_real|15319,15319.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15319_001245.jpg,real_ffhq_real_15319_001245.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15324.png,GAN|ffhq_real|15324,15324.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15324_001246.jpg,real_ffhq_real_15324_001246.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15327.png,GAN|ffhq_real|15327,15327.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15327_001247.jpg,real_ffhq_real_15327_001247.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15328.png,GAN|ffhq_real|15328,15328.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15328_001248.jpg,real_ffhq_real_15328_001248.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15336.png,GAN|ffhq_real|15336,15336.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15336_001249.jpg,real_ffhq_real_15336_001249.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15376.png,GAN|ffhq_real|15376,15376.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15376_001250.jpg,real_ffhq_real_15376_001250.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15381.png,GAN|ffhq_real|15381,15381.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15381_001251.jpg,real_ffhq_real_15381_001251.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15386.png,GAN|ffhq_real|15386,15386.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15386_001252.jpg,real_ffhq_real_15386_001252.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15396.png,GAN|ffhq_real|15396,15396.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15396_001253.jpg,real_ffhq_real_15396_001253.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15401.png,GAN|ffhq_real|15401,15401.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15401_001254.jpg,real_ffhq_real_15401_001254.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15403.png,GAN|ffhq_real|15403,15403.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15403_001255.jpg,real_ffhq_real_15403_001255.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15408.png,GAN|ffhq_real|15408,15408.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15408_001256.jpg,real_ffhq_real_15408_001256.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15420.png,GAN|ffhq_real|15420,15420.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15420_001257.jpg,real_ffhq_real_15420_001257.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15431.png,GAN|ffhq_real|15431,15431.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15431_001258.jpg,real_ffhq_real_15431_001258.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15432.png,GAN|ffhq_real|15432,15432.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15432_001259.jpg,real_ffhq_real_15432_001259.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15435.png,GAN|ffhq_real|15435,15435.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15435_001260.jpg,real_ffhq_real_15435_001260.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15437.png,GAN|ffhq_real|15437,15437.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15437_001261.jpg,real_ffhq_real_15437_001261.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15448.png,GAN|ffhq_real|15448,15448.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15448_001262.jpg,real_ffhq_real_15448_001262.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15491.png,GAN|ffhq_real|15491,15491.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15491_001263.jpg,real_ffhq_real_15491_001263.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15495.png,GAN|ffhq_real|15495,15495.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15495_001264.jpg,real_ffhq_real_15495_001264.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15506.png,GAN|ffhq_real|15506,15506.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15506_001265.jpg,real_ffhq_real_15506_001265.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15509.png,GAN|ffhq_real|15509,15509.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15509_001266.jpg,real_ffhq_real_15509_001266.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15525.png,GAN|ffhq_real|15525,15525.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15525_001267.jpg,real_ffhq_real_15525_001267.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15533.png,GAN|ffhq_real|15533,15533.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15533_001268.jpg,real_ffhq_real_15533_001268.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15544.png,GAN|ffhq_real|15544,15544.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15544_001269.jpg,real_ffhq_real_15544_001269.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15559.png,GAN|ffhq_real|15559,15559.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15559_001270.jpg,real_ffhq_real_15559_001270.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15572.png,GAN|ffhq_real|15572,15572.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15572_001271.jpg,real_ffhq_real_15572_001271.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15587.png,GAN|ffhq_real|15587,15587.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15587_001272.jpg,real_ffhq_real_15587_001272.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15608.png,GAN|ffhq_real|15608,15608.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15608_001273.jpg,real_ffhq_real_15608_001273.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15626.png,GAN|ffhq_real|15626,15626.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15626_001274.jpg,real_ffhq_real_15626_001274.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15644.png,GAN|ffhq_real|15644,15644.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15644_001275.jpg,real_ffhq_real_15644_001275.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15650.png,GAN|ffhq_real|15650,15650.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15650_001276.jpg,real_ffhq_real_15650_001276.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15655.png,GAN|ffhq_real|15655,15655.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15655_001277.jpg,real_ffhq_real_15655_001277.jpg
GAN,ffhq_real,train,real,image,Datasets\Raw-datasets\GANFaces\FFHQ\real\15670.png,GAN|ffhq_real|15670,15670.png,outputs_methodx_final_1\processed\GANFaces_processed\train\real\real_ffhq_real_15670_001278.jpg,real_ffhq_real_15670_001278.jpg
